onset	duration	sample	value	event_code	user_answer	correct_answer	target_count
0	n/a	0	break cnt	break cnt	n/a	n/a	8
52.42	n/a	26210	seqLearning_start	91	n/a	n/a	8
61.732	n/a	30866	learningBlock_1	31	n/a	n/a	8
61.75	n/a	30875	dot_no1_ON	11	n/a	n/a	8
62.338	n/a	31169	dot_no1_OFF	21	n/a	n/a	8
63.658	n/a	31829	dot_no6_ON	16	n/a	n/a	8
64.248	n/a	32124	dot_no6_OFF	26	n/a	n/a	8
65.568	n/a	32784	dot_no4_ON	14	n/a	n/a	8
66.158	n/a	33079	dot_no4_OFF	24	n/a	n/a	8
67.478	n/a	33739	dot_no2_ON	12	n/a	n/a	8
68.068	n/a	34034	dot_no2_OFF	22	n/a	n/a	8
69.39	n/a	34695	dot_no7_ON	17	n/a	n/a	8
69.978	n/a	34989	dot_no7_OFF	27	n/a	n/a	8
71.298	n/a	35649	dot_no3_ON	13	n/a	n/a	8
71.888	n/a	35944	dot_no3_OFF	23	n/a	n/a	8
73.208	n/a	36604	dot_no8_ON	18	n/a	n/a	8
73.798	n/a	36899	dot_no8_OFF	28	n/a	n/a	8
75.118	n/a	37559	dot_no5_ON	15	n/a	n/a	8
75.708	n/a	37854	dot_no5_OFF	25	n/a	n/a	8
77.028	n/a	38514	dot_no2_ON	12	n/a	n/a	8
77.618	n/a	38809	dot_no2_OFF	22	n/a	n/a	8
78.938	n/a	39469	dot_no7_ON	17	n/a	n/a	8
79.528	n/a	39764	dot_no7_OFF	27	1-6-4-7-8-5-3-2-4-3	1-6-4-2-7-3-8-5-2-7	8
117.992	n/a	58996	learningBlock_2	32	n/a	n/a	8
118	n/a	59000	dot_no1_ON	11	n/a	n/a	8
118.588	n/a	59294	dot_no1_OFF	21	n/a	n/a	8
119.91	n/a	59955	dot_no6_ON	16	n/a	n/a	8
120.498	n/a	60249	dot_no6_OFF	26	n/a	n/a	8
121.82	n/a	60910	dot_no4_ON	14	n/a	n/a	8
122.408	n/a	61204	dot_no4_OFF	24	n/a	n/a	8
123.73	n/a	61865	dot_no2_ON	12	n/a	n/a	8
124.318	n/a	62159	dot_no2_OFF	22	n/a	n/a	8
125.64	n/a	62820	dot_no7_ON	17	n/a	n/a	8
