onset	duration	sample	value	event_code	user_answer	correct_answer	target_count
0	n/a	0	break cnt	break cnt	n/a	n/a	8
29.104	n/a	14552	seqLearning_start	91	n/a	n/a	8
35.368	n/a	17684	learningBlock_1	31	n/a	n/a	8
35.396	n/a	17698	dot_no1_ON	11	n/a	n/a	8
35.984	n/a	17992	dot_no1_OFF	21	n/a	n/a	8
37.304	n/a	18652	dot_no6_ON	16	n/a	n/a	8
37.894	n/a	18947	dot_no6_OFF	26	n/a	n/a	8
39.214	n/a	19607	dot_no4_ON	14	n/a	n/a	8
39.804	n/a	19902	dot_no4_OFF	24	n/a	n/a	8
41.124	n/a	20562	dot_no2_ON	12	n/a	n/a	8
41.704	n/a	20852	dot_no2_OFF	22	n/a	n/a	8
43.024	n/a	21512	dot_no7_ON	17	n/a	n/a	8
43.604	n/a	21802	dot_no7_OFF	27	n/a	n/a	8
44.924	n/a	22462	dot_no3_ON	13	n/a	n/a	8
45.504	n/a	22752	dot_no3_OFF	23	n/a	n/a	8
46.824	n/a	23412	dot_no8_ON	18	n/a	n/a	8
47.404	n/a	23702	dot_no8_OFF	28	n/a	n/a	8
48.724	n/a	24362	dot_no5_ON	15	n/a	n/a	8
49.304	n/a	24652	dot_no5_OFF	25	n/a	n/a	8
50.624	n/a	25312	dot_no2_ON	12	n/a	n/a	8
51.204	n/a	25602	dot_no2_OFF	22	n/a	n/a	8
52.524	n/a	26262	dot_no7_ON	17	n/a	n/a	8
53.104	n/a	26552	dot_no7_OFF	27	1-6-2-4-7-3-5-2-8-4	1-6-4-2-7-3-8-5-2-7	8
85.798	n/a	42899	learningBlock_2	32	n/a	n/a	8
85.806	n/a	42903	dot_no1_ON	11	n/a	n/a	8
86.386	n/a	43193	dot_no1_OFF	21	n/a	n/a	8
87.706	n/a	43853	dot_no6_ON	16	n/a	n/a	8
88.286	n/a	44143	dot_no6_OFF	26	n/a	n/a	8
89.606	n/a	44803	dot_no4_ON	14	n/a	n/a	8
90.186	n/a	45093	dot_no4_OFF	24	n/a	n/a	8
91.506	n/a	45753	dot_no2_ON	12	n/a	n/a	8
92.086	n/a	46043	dot_no2_OFF	22	n/a	n/a	8
93.406	n/a	46703	dot_no7_ON	17	n/a	n/a	8
93.986	n/a	46993	dot_no7_OFF	27	n/a	n/a	8
95.306	n/a	47653	dot_no3_ON	13	n/a	n/a	8
95.886	n/a	47943	dot_no3_OFF	23	n/a	n/a	8
97.206	n/a	48603	dot_no8_ON	18	n/a	n/a	8
97.786	n/a	48893	dot_no8_OFF	28	n/a	n/a	8
99.106	n/a	49553	dot_no5_ON	15	n/a	n/a	8
99.686	n/a	49843	dot_no5_OFF	25	n/a	n/a	8
101.006	n/a	50503	dot_no2_ON	12	n/a	n/a	8
101.586	n/a	50793	dot_no2_OFF	22	n/a	n/a	8
102.906	n/a	51453	dot_no7_ON	17	n/a	n/a	8
103.486	n/a	51743	dot_no7_OFF	27	1-6-4-2-7-3-8-5-2-2	1-6-4-2-7-3-8-5-2-7	8
124.908	n/a	62454	learningBlock_3	33	n/a	n/a	8
124.916	n/a	62458	dot_no1_ON	11	n/a	n/a	8
125.496	n/a	62748	dot_no1_OFF	21	n/a	n/a	8
126.816	n/a	63408	dot_no6_ON	16	n/a	n/a	8
127.396	n/a	63698	dot_no6_OFF	26	n/a	n/a	8
128.716	n/a	64358	dot_no4_ON	14	n/a	n/a	8
129.296	n/a	64648	dot_no4_OFF	24	n/a	n/a	8
130.616	n/a	65308	dot_no2_ON	12	n/a	n/a	8
131.196	n/a	65598	dot_no2_OFF	22	n/a	n/a	8
132.516	n/a	66258	dot_no7_ON	17	n/a	n/a	8
133.096	n/a	66548	dot_no7_OFF	27	n/a	n/a	8
134.416	n/a	67208	dot_no3_ON	13	n/a	n/a	8
134.996	n/a	67498	dot_no3_OFF	23	n/a	n/a	8
136.318	n/a	68159	dot_no8_ON	18	n/a	n/a	8
136.896	n/a	68448	dot_no8_OFF	28	n/a	n/a	8
138.216	n/a	69108	dot_no5_ON	15	n/a	n/a	8
138.796	n/a	69398	dot_no5_OFF	25	n/a	n/a	8
140.116	n/a	70058	dot_no2_ON	12	n/a	n/a	8
140.696	n/a	70348	dot_no2_OFF	22	n/a	n/a	8
142.016	n/a	71008	dot_no7_ON	17	n/a	n/a	8
142.606	n/a	71303	dot_no7_OFF	27	1-6-4-2-7-3-8-5-2-7	1-6-4-2-7-3-8-5-2-7	8
160.08	n/a	80040	learningBlock_4	34	n/a	n/a	8
160.086	n/a	80043	dot_no1_ON	11	n/a	n/a	8
160.666	n/a	80333	dot_no1_OFF	21	n/a	n/a	8
161.986	n/a	80993	dot_no6_ON	16	n/a	n/a	8
162.568	n/a	81284	dot_no6_OFF	26	n/a	n/a	8
163.888	n/a	81944	dot_no4_ON	14	n/a	n/a	8
164.468	n/a	82234	dot_no4_OFF	24	n/a	n/a	8
165.788	n/a	82894	dot_no2_ON	12	n/a	n/a	8
166.368	n/a	83184	dot_no2_OFF	22	n/a	n/a	8
167.688	n/a	83844	dot_no7_ON	17	n/a	n/a	8
168.268	n/a	84134	dot_no7_OFF	27	n/a	n/a	8
169.588	n/a	84794	dot_no3_ON	13	n/a	n/a	8
170.168	n/a	85084	dot_no3_OFF	23	n/a	n/a	8
171.488	n/a	85744	dot_no8_ON	18	n/a	n/a	8
172.068	n/a	86034	dot_no8_OFF	28	n/a	n/a	8
173.388	n/a	86694	dot_no5_ON	15	n/a	n/a	8
173.978	n/a	86989	dot_no5_OFF	25	n/a	n/a	8
175.298	n/a	87649	dot_no2_ON	12	n/a	n/a	8
175.888	n/a	87944	dot_no2_OFF	22	n/a	n/a	8
177.208	n/a	88604	dot_no7_ON	17	n/a	n/a	8
177.788	n/a	88894	dot_no7_OFF	27	1-6-4-2-7-3-8-5-2-7	1-6-4-2-7-3-8-5-2-7	8
198.62	n/a	99310	learningBlock_5	35	n/a	n/a	8
198.628	n/a	99314	dot_no1_ON	11	n/a	n/a	8
199.208	n/a	99604	dot_no1_OFF	21	n/a	n/a	8
200.528	n/a	100264	dot_no6_ON	16	n/a	n/a	8
201.108	n/a	100554	dot_no6_OFF	26	n/a	n/a	8
202.428	n/a	101214	dot_no4_ON	14	n/a	n/a	8
203.008	n/a	101504	dot_no4_OFF	24	n/a	n/a	8
204.328	n/a	102164	dot_no2_ON	12	n/a	n/a	8
204.908	n/a	102454	dot_no2_OFF	22	n/a	n/a	8
206.228	n/a	103114	dot_no7_ON	17	n/a	n/a	8
206.818	n/a	103409	dot_no7_OFF	27	n/a	n/a	8
208.138	n/a	104069	dot_no3_ON	13	n/a	n/a	8
208.718	n/a	104359	dot_no3_OFF	23	n/a	n/a	8
210.038	n/a	105019	dot_no8_ON	18	n/a	n/a	8
210.618	n/a	105309	dot_no8_OFF	28	n/a	n/a	8
211.938	n/a	105969	dot_no5_ON	15	n/a	n/a	8
212.518	n/a	106259	dot_no5_OFF	25	n/a	n/a	8
213.838	n/a	106919	dot_no2_ON	12	n/a	n/a	8
214.418	n/a	107209	dot_no2_OFF	22	n/a	n/a	8
215.738	n/a	107869	dot_no7_ON	17	n/a	n/a	8
216.328	n/a	108164	dot_no7_OFF	27	1-6-4-2-7-3-8-5-2-7	1-6-4-2-7-3-8-5-2-7	8
232.802	n/a	116401	seqLearning_stop	50	n/a	n/a	8
234.877	n/a	117438.5	boundary	boundary	n/a	n/a	8
